Layer: 1
Vertices:
(170.652, 24502.4)
(170.233, 24503.7)
(169.817, 24505)
(169.405, 24506.4)
(168.997, 24507.7)
(168.593, 24509)
(168.192, 24510.4)
(167.796, 24511.7)
(167.403, 24513.1)
(167.014, 24514.4)
(166.629, 24515.8)
(166.248, 24517.1)
(165.87, 24518.5)
(165.497, 24519.8)
(165.127, 24521.2)
(164.761, 24522.5)
(164.399, 24523.9)
(164.041, 24525.2)
(163.687, 24526.6)
(163.337, 24527.9)
(162.99, 24529.3)
(162.648, 24530.6)
(162.309, 24532)
(161.974, 24533.4)
(161.643, 24534.7)
(161.316, 24536.1)
(160.993, 24537.4)
(160.674, 24538.8)
(160.358, 24540.2)
(160.047, 24541.5)
(159.739, 24542.9)
(159.436, 24544.3)
(159.136, 24545.6)
(158.84, 24547)
(158.548, 24548.4)
(158.26, 24549.7)
(157.976, 24551.1)
(157.696, 24552.5)
(157.419, 24553.9)
(157.147, 24555.2)
(156.879, 24556.6)
(156.614, 24558)
(156.354, 24559.4)
(156.097, 24560.7)
(155.844, 24562.1)
(155.595, 24563.5)
(155.35, 24564.9)
(155.11, 24566.3)
(154.873, 24567.6)
(154.64, 24569)
(154.41, 24570.4)
(154.185, 24571.8)
(153.964, 24573.2)
(153.747, 24574.5)
(153.533, 24575.9)
(153.324, 24577.3)
(153.119, 24578.7)
(152.917, 24580.1)
(152.72, 24581.5)
(152.526, 24582.9)
(152.337, 24584.2)
(152.151, 24585.6)
(151.969, 24587)
(151.792, 24588.4)
(151.618, 24589.8)
(151.448, 24591.2)
(151.283, 24592.6)
(151.121, 24594)
(150.963, 24595.4)
(150.809, 24596.7)
(150.659, 24598.1)
(150.513, 24599.5)
(150.371, 24600.9)
(150.234, 24602.3)
(150.1, 24603.7)
(149.97, 24605.1)
(149.844, 24606.5)
(149.722, 24607.9)
(149.604, 24609.3)
(149.49, 24610.7)
(149.379, 24612.1)
(149.273, 24613.5)
(149.171, 24614.9)
(149.073, 24616.3)
(148.979, 24617.7)
(148.889, 24619.1)
(148.803, 24620.5)
(148.721, 24621.9)
(148.643, 24623.3)
(148.569, 24624.7)
(148.498, 24626.1)
(148.432, 24627.5)
(148.37, 24628.9)
(148.312, 24630.3)
(148.258, 24631.7)
(148.208, 24633.1)
(148.161, 24634.4)
(148.119, 24635.8)
(148.081, 24637.2)
(148.047, 24638.6)
(148.017, 24640)
(147.99, 24641.4)
(147.968, 24642.8)
(147.95, 24644.2)
(147.936, 24645.6)
(147.926, 24647)
(147.919, 24648.4)
(147.917, 24649.8)
(147.919, 24651.2)
(147.925, 24652.6)
(147.935, 24654)
(147.948, 24655.4)
(147.966, 24656.8)
(147.988, 24658.2)
(148.014, 24659.6)
(148.044, 24661)
(148.077, 24662.4)
(148.115, 24663.8)
(148.157, 24665.2)
(148.203, 24666.6)
(148.252, 24668)
(148.306, 24669.4)
(148.364, 24670.8)
(148.426, 24672.2)
(148.492, 24673.6)
(148.561, 24675)
(148.635, 24676.4)
(148.713, 24677.8)
(148.794, 24679.2)
(148.88, 24680.6)
(148.97, 24682)
(149.064, 24683.4)
(149.161, 24684.8)
(149.263, 24686.2)
(149.369, 24687.6)
(149.478, 24689)
(149.592, 24690.4)
(149.71, 24691.8)
(149.831, 24693.2)
(149.957, 24694.6)
(150.086, 24696)
(150.22, 24697.4)
(150.357, 24698.8)
(150.499, 24700.2)
(150.644, 24701.6)
(150.794, 24703)
(150.947, 24704.3)
(151.105, 24705.7)
(151.266, 24707.1)
(151.432, 24708.5)
(151.601, 24709.9)
(151.774, 24711.3)
(151.951, 24712.7)
(152.133, 24714.1)
(152.318, 24715.5)
(152.507, 24716.8)
(152.7, 24718.2)
(152.897, 24719.6)
(153.098, 24721)
(153.303, 24722.4)
(153.512, 24723.8)
(153.725, 24725.2)
(153.942, 24726.5)
(154.163, 24727.9)
(154.388, 24729.3)
(154.616, 24730.7)
(154.849, 24732.1)
(155.085, 24733.4)
(155.326, 24734.8)
(155.57, 24736.2)
(155.819, 24737.6)
(156.071, 24739)
(156.327, 24740.3)
(156.588, 24741.7)
(156.852, 24743.1)
(157.12, 24744.5)
(157.392, 24745.8)
(157.668, 24747.2)
(157.948, 24748.6)
(158.231, 24750)
(158.519, 24751.3)
(158.81, 24752.7)
(159.106, 24754.1)
(159.405, 24755.4)
(159.709, 24756.8)
(160.016, 24758.2)
(160.327, 24759.5)
(160.642, 24760.9)
(160.961, 24762.3)
(161.284, 24763.6)
(161.61, 24765)
(161.941, 24766.3)
(162.275, 24767.7)
(162.614, 24769.1)
(162.956, 24770.4)
(163.302, 24771.8)
(163.652, 24773.1)
(164.006, 24774.5)
(164.363, 24775.8)
(164.725, 24777.2)
(165.09, 24778.5)
(165.459, 24779.9)
(165.833, 24781.2)
(166.21, 24782.6)
(166.59, 24783.9)
(166.975, 24785.3)
(167.364, 24786.6)
(167.756, 24788)
(168.152, 24789.3)
(168.552, 24790.7)
(168.956, 24792)
(169.364, 24793.3)
(169.775, 24794.7)
(170.191, 24796)
(170.61, 24797.3)
(171.033, 24798.7)
(171.459, 24800)
(171.89, 24801.3)
(172.324, 24802.7)
(172.763, 24804)
(173.205, 24805.3)
(173.65, 24806.7)
(174.1, 24808)
(174.553, 24809.3)
(175.01, 24810.6)
(175.471, 24812)
(175.936, 24813.3)
(176.404, 24814.6)
(176.877, 24815.9)
(177.353, 24817.2)
(177.832, 24818.6)
(178.316, 24819.9)
(178.803, 24821.2)
(179.294, 24822.5)
(179.789, 24823.8)
(180.287, 24825.1)
(180.789, 24826.4)
(181.295, 24827.7)
(181.805, 24829)
(182.318, 24830.3)
(182.835, 24831.6)
(183.356, 24832.9)
(183.881, 24834.2)
(184.409, 24835.5)
(184.941, 24836.8)
(185.477, 24838.1)
(186.016, 24839.4)
(186.559, 24840.7)
(187.106, 24842)
(187.656, 24843.3)
(188.21, 24844.6)
(188.669, 24844.4)
(188.115, 24843.1)
(187.566, 24841.8)
(187.019, 24840.5)
(186.477, 24839.2)
(185.938, 24837.9)
(185.403, 24836.6)
(184.872, 24835.3)
(184.344, 24834)
(183.82, 24832.7)
(183.3, 24831.4)
(182.783, 24830.1)
(182.27, 24828.8)
(181.761, 24827.5)
(181.256, 24826.2)
(180.754, 24824.9)
(180.256, 24823.6)
(179.762, 24822.3)
(179.271, 24821)
(178.785, 24819.7)
(178.302, 24818.4)
(177.822, 24817.1)
(177.347, 24815.8)
(176.875, 24814.4)
(176.407, 24813.1)
(175.943, 24811.8)
(175.483, 24810.5)
(175.026, 24809.2)
(174.573, 24807.8)
(174.124, 24806.5)
(173.679, 24805.2)
(173.237, 24803.9)
(172.799, 24802.5)
(172.366, 24801.2)
(171.935, 24799.9)
(171.509, 24798.5)
(171.087, 24797.2)
(170.668, 24795.9)
(170.253, 24794.5)
(169.842, 24793.2)
(169.435, 24791.9)
(169.031, 24790.5)
(168.631, 24789.2)
(168.236, 24787.8)
(167.844, 24786.5)
(167.456, 24785.1)
(167.071, 24783.8)
(166.691, 24782.5)
(166.314, 24781.1)
(165.942, 24779.8)
(165.573, 24778.4)
(165.208, 24777.1)
(164.846, 24775.7)
(164.489, 24774.4)
(164.136, 24773)
(163.786, 24771.6)
(163.44, 24770.3)
(163.099, 24768.9)
(162.761, 24767.6)
(162.426, 24766.2)
(162.096, 24764.9)
(161.77, 24763.5)
(161.447, 24762.1)
(161.129, 24760.8)
(160.814, 24759.4)
(160.503, 24758.1)
(160.197, 24756.7)
(159.894, 24755.3)
(159.595, 24754)
(159.299, 24752.6)
(159.008, 24751.2)
(158.721, 24749.9)
(158.437, 24748.5)
(158.158, 24747.1)
(157.882, 24745.7)
(157.61, 24744.4)
(157.343, 24743)
(157.079, 24741.6)
(156.819, 24740.2)
(156.563, 24738.9)
(156.311, 24737.5)
(156.063, 24736.1)
(155.818, 24734.7)
(155.578, 24733.4)
(155.342, 24732)
(155.109, 24730.6)
(154.881, 24729.2)
(154.656, 24727.8)
(154.436, 24726.5)
(154.219, 24725.1)
(154.006, 24723.7)
(153.798, 24722.3)
(153.593, 24720.9)
(153.392, 24719.5)
(153.195, 24718.2)
(153.002, 24716.8)
(152.813, 24715.4)
(152.628, 24714)
(152.447, 24712.6)
(152.27, 24711.2)
(152.097, 24709.8)
(151.928, 24708.5)
(151.763, 24707.1)
(151.601, 24705.7)
(151.444, 24704.3)
(151.291, 24702.9)
(151.142, 24701.5)
(150.996, 24700.1)
(150.855, 24698.7)
(150.718, 24697.3)
(150.584, 24695.9)
(150.455, 24694.5)
(150.329, 24693.2)
(150.208, 24691.8)
(150.09, 24690.4)
(149.977, 24689)
(149.867, 24687.6)
(149.762, 24686.2)
(149.66, 24684.8)
(149.562, 24683.4)
(149.469, 24682)
(149.379, 24680.6)
(149.294, 24679.2)
(149.212, 24677.8)
(149.134, 24676.4)
(149.061, 24675)
(148.991, 24673.6)
(148.925, 24672.2)
(148.864, 24670.8)
(148.806, 24669.4)
(148.752, 24668)
(148.702, 24666.6)
(148.657, 24665.2)
(148.615, 24663.8)
(148.577, 24662.4)
(148.543, 24661)
(148.514, 24659.6)
(148.488, 24658.2)
(148.466, 24656.8)
(148.448, 24655.4)
(148.435, 24654)
(148.425, 24652.6)
(148.419, 24651.2)
(148.417, 24649.8)
(148.419, 24648.5)
(148.426, 24647.1)
(148.436, 24645.7)
(148.45, 24644.3)
(148.468, 24642.9)
(148.49, 24641.5)
(148.516, 24640.1)
(148.547, 24638.7)
(148.581, 24637.3)
(148.619, 24635.9)
(148.661, 24634.5)
(148.707, 24633.1)
(148.757, 24631.7)
(148.811, 24630.3)
(148.87, 24628.9)
(148.932, 24627.5)
(148.998, 24626.1)
(149.068, 24624.7)
(149.142, 24623.3)
(149.22, 24621.9)
(149.302, 24620.5)
(149.388, 24619.1)
(149.478, 24617.7)
(149.572, 24616.3)
(149.67, 24614.9)
(149.772, 24613.5)
(149.878, 24612.1)
(149.988, 24610.7)
(150.102, 24609.3)
(150.22, 24607.9)
(150.342, 24606.5)
(150.468, 24605.2)
(150.597, 24603.8)
(150.731, 24602.4)
(150.869, 24601)
(151.011, 24599.6)
(151.157, 24598.2)
(151.306, 24596.8)
(151.46, 24595.4)
(151.618, 24594)
(151.779, 24592.6)
(151.945, 24591.2)
(152.114, 24589.9)
(152.288, 24588.5)
(152.465, 24587.1)
(152.647, 24585.7)
(152.832, 24584.3)
(153.022, 24582.9)
(153.215, 24581.5)
(153.412, 24580.2)
(153.613, 24578.8)
(153.819, 24577.4)
(154.028, 24576)
(154.241, 24574.6)
(154.458, 24573.2)
(154.679, 24571.9)
(154.904, 24570.5)
(155.133, 24569.1)
(155.365, 24567.7)
(155.602, 24566.3)
(155.843, 24565)
(156.087, 24563.6)
(156.336, 24562.2)
(156.589, 24560.8)
(156.845, 24559.5)
(157.105, 24558.1)
(157.37, 24556.7)
(157.638, 24555.3)
(157.91, 24554)
(158.186, 24552.6)
(158.466, 24551.2)
(158.75, 24549.9)
(159.037, 24548.5)
(159.329, 24547.1)
(159.625, 24545.7)
(159.924, 24544.4)
(160.227, 24543)
(160.535, 24541.7)
(160.846, 24540.3)
(161.161, 24538.9)
(161.48, 24537.6)
(161.803, 24536.2)
(162.129, 24534.8)
(162.46, 24533.5)
(162.794, 24532.1)
(163.133, 24530.8)
(163.475, 24529.4)
(163.821, 24528.1)
(164.171, 24526.7)
(164.525, 24525.3)
(164.883, 24524)
(165.244, 24522.6)
(165.61, 24521.3)
(165.979, 24519.9)
(166.352, 24518.6)
(166.729, 24517.3)
(167.11, 24515.9)
(167.495, 24514.6)
(167.883, 24513.2)
(168.275, 24511.9)
(168.672, 24510.5)
(169.072, 24509.2)
(169.475, 24507.9)
(169.883, 24506.5)
(170.295, 24505.2)
(170.71, 24503.8)
(171.129, 24502.5)
(171.552, 24501.2)
(171.979, 24499.8)
(172.194, 24499.2)
(1088.13, 24455.3)
(1087.67, 24455.5)
(1088.22, 24456.8)
(1088.77, 24458.1)
(1089.32, 24459.3)
(1089.86, 24460.6)
(1090.4, 24461.9)
(1090.93, 24463.2)
(1091.46, 24464.5)
(1091.99, 24465.8)
(1092.52, 24467.1)
(1093.04, 24468.4)
(1093.55, 24469.7)
(1094.07, 24471)
(1094.57, 24472.3)
(1095.08, 24473.6)
(1095.58, 24474.9)
(1096.08, 24476.2)
(1096.57, 24477.5)
(1097.06, 24478.8)
(1097.55, 24480.1)
(1098.03, 24481.5)
(1098.51, 24482.8)
(1098.99, 24484.1)
(1099.46, 24485.4)
(1099.93, 24486.7)
(1100.39, 24488)
(1100.85, 24489.4)
(1101.31, 24490.7)
(1101.76, 24492)
(1102.21, 24493.3)
(1102.66, 24494.7)
(1103.1, 24496)
(1103.54, 24497.3)
(1103.97, 24498.6)
(1104.4, 24500)
(1104.83, 24501.3)
(1105.25, 24502.6)
(1105.67, 24504)
(1106.08, 24505.3)
(1106.49, 24506.6)
(1106.9, 24508)
(1107.3, 24509.3)
(1107.7, 24510.7)
(1108.1, 24512)
(1108.49, 24513.4)
(1108.88, 24514.7)
(1109.26, 24516)
(1109.64, 24517.4)
(1110.02, 24518.7)
(1110.39, 24520.1)
(1110.76, 24521.4)
(1111.13, 24522.8)
(1111.49, 24524.1)
(1111.85, 24525.5)
(1112.2, 24526.8)
(1112.55, 24528.2)
(1112.9, 24529.5)
(1113.24, 24530.9)
(1113.58, 24532.3)
(1113.91, 24533.6)
(1114.24, 24535)
(1114.57, 24536.3)
(1114.89, 24537.7)
(1115.21, 24539.1)
(1115.52, 24540.4)
(1115.83, 24541.8)
(1116.14, 24543.2)
(1116.44, 24544.5)
(1116.74, 24545.9)
(1117.04, 24547.3)
(1117.33, 24548.6)
(1117.62, 24550)
(1117.9, 24551.4)
(1118.18, 24552.7)
(1118.45, 24554.1)
(1118.73, 24555.5)
(1118.99, 24556.8)
(1119.26, 24558.2)
(1119.52, 24559.6)
(1119.77, 24561)
(1120.03, 24562.3)
(1120.27, 24563.7)
(1120.52, 24565.1)
(1120.76, 24566.5)
(1120.99, 24567.9)
(1121.23, 24569.2)
(1121.45, 24570.6)
(1121.68, 24572)
(1121.9, 24573.4)
(1122.12, 24574.8)
(1122.33, 24576.1)
(1122.54, 24577.5)
(1122.74, 24578.9)
(1122.94, 24580.3)
(1123.14, 24581.7)
(1123.33, 24583.1)
(1123.52, 24584.4)
(1123.71, 24585.8)
(1123.89, 24587.2)
(1124.07, 24588.6)
(1124.24, 24590)
(1124.41, 24591.4)
(1124.57, 24592.8)
(1124.73, 24594.2)
(1124.89, 24595.6)
(1125.04, 24596.9)
(1125.19, 24598.3)
(1125.34, 24599.7)
(1125.48, 24601.1)
(1125.62, 24602.5)
(1125.75, 24603.9)
(1125.88, 24605.3)
(1126.01, 24606.7)
(1126.13, 24608.1)
(1126.25, 24609.5)
(1126.36, 24610.9)
(1126.47, 24612.3)
(1126.57, 24613.7)
(1126.68, 24615.1)
(1126.77, 24616.4)
(1126.87, 24617.8)
(1126.96, 24619.2)
(1127.04, 24620.6)
(1127.12, 24622)
(1127.2, 24623.4)
(1127.28, 24624.8)
(1127.34, 24626.2)
(1127.41, 24627.6)
(1127.47, 24629)
(1127.53, 24630.4)
(1127.58, 24631.8)
(1127.63, 24633.2)
(1127.68, 24634.6)
(1127.72, 24636)
(1127.76, 24637.4)
(1127.79, 24638.8)
(1127.82, 24640.2)
(1127.85, 24641.6)
(1127.87, 24643)
(1127.89, 24644.4)
(1127.9, 24645.8)
(1127.91, 24647.2)
(1127.92, 24648.6)
(1127.92, 24650)
(1127.92, 24651.4)
(1127.91, 24652.8)
(1127.9, 24654.2)
(1127.89, 24655.6)
(1127.87, 24657)
(1127.85, 24658.4)
(1127.82, 24659.8)
(1127.79, 24661.2)
(1127.76, 24662.6)
(1127.72, 24664)
(1127.67, 24665.4)
(1127.63, 24666.8)
(1127.58, 24668.2)
(1127.52, 24669.6)
(1127.47, 24671)
(1127.4, 24672.4)
(1127.34, 24673.8)
(1127.27, 24675.2)
(1127.19, 24676.6)
(1127.12, 24677.9)
(1127.03, 24679.3)
(1126.95, 24680.7)
(1126.86, 24682.1)
(1126.76, 24683.5)
(1126.67, 24684.9)
(1126.56, 24686.3)
(1126.46, 24687.7)
(1126.35, 24689.1)
(1126.23, 24690.5)
(1126.12, 24691.9)
(1125.99, 24693.3)
(1125.87, 24694.7)
(1125.74, 24696.1)
(1125.6, 24697.5)
(1125.47, 24698.9)
(1125.33, 24700.3)
(1125.18, 24701.6)
(1125.03, 24703)
(1124.88, 24704.4)
(1124.72, 24705.8)
(1124.56, 24707.2)
(1124.39, 24708.6)
(1124.22, 24710)
(1124.05, 24711.4)
(1123.87, 24712.8)
(1123.69, 24714.1)
(1123.5, 24715.5)
(1123.31, 24716.9)
(1123.12, 24718.3)
(1122.92, 24719.7)
(1122.72, 24721.1)
(1122.52, 24722.5)
(1122.31, 24723.8)
(1122.09, 24725.2)
(1121.88, 24726.6)
(1121.66, 24728)
(1121.43, 24729.4)
(1121.2, 24730.7)
(1120.97, 24732.1)
(1120.73, 24733.5)
(1120.49, 24734.9)
(1120.25, 24736.3)
(1120, 24737.6)
(1119.75, 24739)
(1119.49, 24740.4)
(1119.23, 24741.8)
(1118.97, 24743.1)
(1118.7, 24744.5)
(1118.43, 24745.9)
(1118.15, 24747.2)
(1117.87, 24748.6)
(1117.59, 24750)
(1117.3, 24751.4)
(1117.01, 24752.7)
(1116.71, 24754.1)
(1116.41, 24755.5)
(1116.11, 24756.8)
(1115.8, 24758.2)
(1115.49, 24759.6)
(1115.17, 24760.9)
(1114.86, 24762.3)
(1114.53, 24763.6)
(1114.21, 24765)
(1113.88, 24766.4)
(1113.54, 24767.7)
(1113.2, 24769.1)
(1112.86, 24770.4)
(1112.51, 24771.8)
(1112.16, 24773.1)
(1111.81, 24774.5)
(1111.45, 24775.8)
(1111.09, 24777.2)
(1110.73, 24778.5)
(1110.36, 24779.9)
(1109.98, 24781.2)
(1109.61, 24782.6)
(1109.23, 24783.9)
(1108.84, 24785.3)
(1108.45, 24786.6)
(1108.06, 24788)
(1107.66, 24789.3)
(1107.26, 24790.6)
(1106.86, 24792)
(1106.45, 24793.3)
(1106.04, 24794.7)
(1105.63, 24796)
(1105.21, 24797.3)
(1104.78, 24798.7)
(1104.36, 24800)
(1104.14, 24800.7)
(1104.62, 24800.8)
(1104.83, 24800.2)
(1105.26, 24798.8)
(1105.68, 24797.5)
(1106.1, 24796.1)
(1106.52, 24794.8)
(1106.93, 24793.5)
(1107.34, 24792.1)
(1107.74, 24790.8)
(1108.14, 24789.4)
(1108.54, 24788.1)
(1108.93, 24786.8)
(1109.32, 24785.4)
(1109.71, 24784.1)
(1110.09, 24782.7)
(1110.47, 24781.4)
(1110.84, 24780)
(1111.21, 24778.7)
(1111.57, 24777.3)
(1111.94, 24776)
(1112.29, 24774.6)
(1112.65, 24773.3)
(1113, 24771.9)
(1113.35, 24770.6)
(1113.69, 24769.2)
(1114.03, 24767.8)
(1114.36, 24766.5)
(1114.69, 24765.1)
(1115.02, 24763.8)
(1115.34, 24762.4)
(1115.66, 24761)
(1115.98, 24759.7)
(1116.29, 24758.3)
(1116.6, 24756.9)
(1116.9, 24755.6)
(1117.2, 24754.2)
(1117.5, 24752.8)
(1117.79, 24751.5)
(1118.08, 24750.1)
(1118.36, 24748.7)
(1118.64, 24747.3)
(1118.92, 24746)
(1119.19, 24744.6)
(1119.46, 24743.2)
(1119.72, 24741.9)
(1119.98, 24740.5)
(1120.24, 24739.1)
(1120.49, 24737.7)
(1120.74, 24736.3)
(1120.99, 24735)
(1121.23, 24733.6)
(1121.46, 24732.2)
(1121.7, 24730.8)
(1121.93, 24729.4)
(1122.15, 24728.1)
(1122.37, 24726.7)
(1122.59, 24725.3)
(1122.8, 24723.9)
(1123.01, 24722.5)
(1123.22, 24721.1)
(1123.42, 24719.8)
(1123.62, 24718.4)
(1123.81, 24717)
(1124, 24715.6)
(1124.18, 24714.2)
(1124.37, 24712.8)
(1124.54, 24711.4)
(1124.72, 24710)
(1124.89, 24708.7)
(1125.05, 24707.3)
(1125.22, 24705.9)
(1125.37, 24704.5)
(1125.53, 24703.1)
(1125.68, 24701.7)
(1125.82, 24700.3)
(1125.96, 24698.9)
(1126.1, 24697.5)
(1126.24, 24696.1)
(1126.37, 24694.7)
(1126.49, 24693.3)
(1126.61, 24691.9)
(1126.73, 24690.5)
(1126.85, 24689.2)
(1126.96, 24687.8)
(1127.06, 24686.4)
(1127.16, 24685)
(1127.26, 24683.6)
(1127.36, 24682.2)
(1127.45, 24680.8)
(1127.53, 24679.4)
(1127.62, 24678)
(1127.69, 24676.6)
(1127.77, 24675.2)
(1127.84, 24673.8)
(1127.9, 24672.4)
(1127.97, 24671)
(1128.02, 24669.6)
(1128.08, 24668.2)
(1128.13, 24666.8)
(1128.17, 24665.4)
(1128.22, 24664)
(1128.25, 24662.6)
(1128.29, 24661.2)
(1128.32, 24659.8)
(1128.35, 24658.4)
(1128.37, 24657)
(1128.39, 24655.6)
(1128.4, 24654.2)
(1128.41, 24652.8)
(1128.42, 24651.4)
(1128.42, 24650)
(1128.42, 24648.6)
(1128.41, 24647.2)
(1128.4, 24645.8)
(1128.39, 24644.4)
(1128.37, 24643)
(1128.35, 24641.6)
(1128.32, 24640.2)
(1128.29, 24638.8)
(1128.26, 24637.4)
(1128.22, 24636)
(1128.18, 24634.6)
(1128.13, 24633.2)
(1128.08, 24631.8)
(1128.03, 24630.4)
(1127.97, 24629)
(1127.91, 24627.6)
(1127.84, 24626.2)
(1127.77, 24624.8)
(1127.7, 24623.4)
(1127.62, 24622)
(1127.54, 24620.6)
(1127.46, 24619.2)
(1127.37, 24617.8)
(1127.27, 24616.4)
(1127.17, 24615)
(1127.07, 24613.6)
(1126.97, 24612.2)
(1126.86, 24610.8)
(1126.74, 24609.4)
(1126.63, 24608)
(1126.5, 24606.6)
(1126.38, 24605.2)
(1126.25, 24603.9)
(1126.12, 24602.5)
(1125.98, 24601.1)
(1125.84, 24599.7)
(1125.69, 24598.3)
(1125.54, 24596.9)
(1125.39, 24595.5)
(1125.23, 24594.1)
(1125.07, 24592.7)
(1124.9, 24591.3)
(1124.74, 24589.9)
(1124.56, 24588.5)
(1124.38, 24587.2)
(1124.2, 24585.8)
(1124.02, 24584.4)
(1123.83, 24583)
(1123.64, 24581.6)
(1123.44, 24580.2)
(1123.24, 24578.8)
(1123.03, 24577.4)
(1122.82, 24576.1)
(1122.61, 24574.7)
(1122.39, 24573.3)
(1122.17, 24571.9)
(1121.95, 24570.5)
(1121.72, 24569.2)
(1121.49, 24567.8)
(1121.25, 24566.4)
(1121.01, 24565)
(1120.77, 24563.6)
(1120.52, 24562.3)
(1120.26, 24560.9)
(1120.01, 24559.5)
(1119.75, 24558.1)
(1119.48, 24556.7)
(1119.22, 24555.4)
(1118.94, 24554)
(1118.67, 24552.6)
(1118.39, 24551.3)
(1118.1, 24549.9)
(1117.82, 24548.5)
(1117.53, 24547.1)
(1117.23, 24545.8)
(1116.93, 24544.4)
(1116.63, 24543)
(1116.32, 24541.7)
(1116.01, 24540.3)
(1115.69, 24538.9)
(1115.38, 24537.6)
(1115.05, 24536.2)
(1114.73, 24534.9)
(1114.4, 24533.5)
(1114.06, 24532.1)
(1113.72, 24530.8)
(1113.38, 24529.4)
(1113.03, 24528.1)
(1112.68, 24526.7)
(1112.33, 24525.4)
(1111.97, 24524)
(1111.61, 24522.7)
(1111.25, 24521.3)
(1110.88, 24519.9)
(1110.5, 24518.6)
(1110.13, 24517.3)
(1109.75, 24515.9)
(1109.36, 24514.6)
(1108.97, 24513.2)
(1108.58, 24511.9)
(1108.18, 24510.5)
(1107.78, 24509.2)
(1107.38, 24507.8)
(1106.97, 24506.5)
(1106.56, 24505.2)
(1106.15, 24503.8)
(1105.73, 24502.5)
(1105.3, 24501.2)
(1104.88, 24499.8)
(1104.45, 24498.5)
(1104.01, 24497.2)
(1103.57, 24495.8)
(1103.13, 24494.5)
(1102.69, 24493.2)
(1102.24, 24491.8)
(1101.78, 24490.5)
(1101.33, 24489.2)
(1100.86, 24487.9)
(1100.4, 24486.6)
(1099.93, 24485.2)
(1099.46, 24483.9)
(1098.98, 24482.6)
(1098.5, 24481.3)
(1098.02, 24480)
(1097.53, 24478.7)
(1097.04, 24477.3)
(1096.55, 24476)
(1096.05, 24474.7)
(1095.55, 24473.4)
(1095.04, 24472.1)
(1094.53, 24470.8)
(1094.02, 24469.5)
(1093.5, 24468.2)
(1092.98, 24466.9)
(1092.46, 24465.6)
(1091.93, 24464.3)
(1091.39, 24463)
(1090.86, 24461.7)
(1090.32, 24460.4)
